"Cupressaceae","Salix","Carya","Corylus.Ostrya","Gleditsia","Ulmus","Taxus","NI.Others","Acer","Betula","Quercus","Rosaceae","Pinaceae","Tilia","Populus","Alnus","Syringa","Elaeagnus","Juglans","Fraxinus","Ambrosia","Ligustrum","Ginkgo","Aesculus"
0.65,0.96,0.31,0.93,0.67,0.91,0.72,0,0.3,0.2,0.29,0.21,0,0.51,0.43,0.69,0.57,0.45,0.19,0,0.25,0.28,0.13,0.21
